date,screentime,activitytime,readingtime,hscore
2023-08-02,0.5,1.2,1.2,100
2023-09-21,2.1,1.0,0.6,64.0
2023-12-23,0.5,0.6,2.3,100
2023-01-09,2.7,4.4,2.9,100
2023-08-04,3.5,3.2,0.5,63.0
2023-07-28,0.2,4.7,0.4,98.0
2023-06-16,4.1,3.3,1.8,99.0
2023-01-28,2.1,3.7,1.1,81.0
2023-05-24,4.1,1.6,2.5,99.0
2023-12-12,0.9,3.3,0.1,75.0
2023-08-16,0.1,1.9,0.7,100
2023-01-22,3.1,4.2,2.3,100
2023-12-04,0.2,1.9,2.5,100
2023-05-04,0.5,4.2,4.4,100
2023-09-01,1.5,4.1,1.9,100
2023-01-02,3.3,4.2,3.0,100
2023-10-28,1.0,2.1,3.5,100
2023-05-14,2.0,3.9,0.1,51.0
2023-02-15,1.0,3.0,4.1,100
2023-07-10,2.9,3.6,3.2,100
2023-10-25,3.6,3.6,1.2,81.0
2023-05-14,0.3,0.1,0.9,77.0
2023-04-06,4.6,4.8,3.2,100
2023-09-03,2.0,4.4,1.0,76.0
2023-09-16,3.4,1.8,1.6,94.0
2023-06-25,0.4,2.4,2.2,100
2023-01-07,3.0,4.2,0.4,60.0
2023-01-25,4.4,2.1,4.9,100
2023-12-13,3.6,3.4,0.8,73.0
2023-11-08,3.6,0.3,3.0,100
2023-07-16,0.1,2.5,2.8,100
2023-07-16,4.1,4.5,3.4,100
2023-01-08,3.2,3.5,1.0,75.0
2023-12-07,2.7,1.0,3.6,100
2023-02-08,3.1,1.2,0.8,73.0
2023-10-08,1.6,1.0,1.6,100
2023-04-07,4.6,4.7,3.7,100
2023-11-02,3.0,4.8,1.7,98.0
2023-08-17,4.4,4.8,3.8,100
2023-05-14,3.9,4.0,4.5,100
2023-08-28,0.5,4.3,2.6,100
2023-09-11,1.5,4.5,4.1,100
2023-05-15,4.7,0.3,1.4,89.0
2023-12-28,3.9,3.3,2.3,99.0
2023-10-25,4.5,0.0,0.9,25.0
2023-07-27,2.2,1.5,0.4,62.0
2023-02-16,1.8,1.3,1.0,82.0
2023-07-21,1.3,3.7,2.5,100
2023-07-27,3.8,1.3,0.5,63.0
2023-04-19,2.9,0.1,1.3,52.0
2023-09-06,3.6,2.4,4.8,100
2023-08-16,4.8,3.3,0.9,75.0
2023-10-22,3.3,2.6,0.4,60.0
2023-07-25,0.3,2.7,2.3,100
2023-09-08,1.3,3.0,3.1,100
2023-12-10,3.6,0.8,3.8,100
2023-03-21,3.0,4.8,0.7,68.0
2023-11-24,4.4,1.8,4.0,100
2023-06-22,2.2,4.3,2.2,100
2023-03-28,3.5,4.3,0.2,55.0
2023-03-01,3.7,4.1,3.9,100
2023-05-10,2.8,0.8,1.8,100
2023-09-06,4.6,0.1,3.2,67.0
2023-04-18,2.3,3.6,2.6,99.0
2023-10-02,3.0,4.4,3.8,99.0
2023-01-19,3.5,3.8,2.4,100
2023-12-14,1.9,4.2,4.6,100
2023-05-22,2.7,2.8,1.6,95.0
2023-12-28,3.8,0.7,3.9,100
2023-01-07,0.6,2.5,3.1,100
2023-09-20,4.5,4.8,1.4,90.0
2023-03-03,3.3,2.5,2.7,100
2023-06-13,4.3,2.0,3.2,98.0
2023-02-22,3.9,2.4,0.2,53.0
2023-03-11,2.9,3.5,2.1,98.0
2023-11-22,2.3,2.1,0.9,77.0
2023-01-22,0.3,5.0,4.8,100
2023-09-02,2.4,4.0,1.9,99.0
2023-03-21,2.7,0.1,2.1,67.0
2023-12-18,0.4,1.8,0.2,87.0
2023-02-16,1.1,1.7,4.3,100
2023-12-08,0.5,0.3,3.7,100
2023-11-22,2.0,2.9,3.0,98.0
2023-09-27,3.2,3.8,1.1,79.0
2023-04-21,3.7,3.7,1.5,91.0
2023-06-02,0.0,1.7,4.1,100
2023-03-26,1.4,1.2,1.5,100
2023-10-02,2.3,4.3,3.0,100
2023-02-13,1.1,0.3,1.9,100
2023-05-11,4.5,2.6,1.6,93.0
2023-10-27,3.0,4.1,4.1,99.0
2023-05-10,4.0,3.5,0.6,67.0
2023-06-16,0.5,4.9,4.3,100
2023-03-14,3.4,0.6,2.8,98.0
2023-12-03,3.4,1.8,2.3,100
2023-04-28,4.2,1.3,1.7,96.0
2023-01-18,1.7,1.8,2.1,100
2023-11-10,0.9,0.3,3.3,100
2023-05-26,1.2,2.2,0.3,73.0
2023-05-05,0.8,1.9,2.6,100
2023-05-01,4.4,3.0,3.6,98.0
2023-07-04,1.0,1.2,0.8,91.0
2023-08-24,4.7,0.9,3.0,100
2023-10-01,3.9,2.0,2.2,100
2023-06-24,3.1,0.8,3.9,100
2023-06-09,1.2,2.6,0.4,78.0
2023-06-17,5.0,4.5,1.0,79.0
2023-06-24,1.9,0.4,4.6,100
2023-11-17,4.4,0.3,1.8,100
2023-08-24,3.1,2.5,2.5,100
2023-05-21,1.8,1.5,3.2,100
2023-10-13,0.8,1.5,1.4,100
2023-12-13,4.8,5.0,2.3,99.0
2023-09-11,4.3,3.1,4.3,100
2023-11-18,3.3,0.2,4.5,85.0
2023-03-15,0.8,4.7,4.1,100
2023-05-04,2.2,2.0,1.7,98.0
2023-03-16,4.9,1.1,2.7,100
2023-11-26,4.4,4.2,3.1,100
2023-11-10,4.2,1.7,2.4,100
2023-11-13,0.0,1.0,3.0,100
2023-05-20,1.6,1.4,2.2,100
2023-07-17,3.5,3.2,2.6,99.0
2023-08-22,2.0,4.2,2.8,100
2023-09-15,4.4,0.3,0.3,56.0
2023-08-28,0.3,1.3,3.5,100
2023-05-06,4.2,4.4,4.2,99.0
2023-09-09,4.2,0.5,4.3,100
2023-03-19,2.6,1.1,1.3,88.0
2023-11-24,1.9,3.3,0.2,57.0
2023-05-16,2.3,2.0,1.6,95.0
2023-10-13,2.5,0.3,3.3,98.0
2023-02-26,4.5,3.3,1.7,97.0
2023-10-11,0.5,4.9,2.7,100
2023-02-14,2.5,3.3,0.9,76.0
2023-09-10,4.1,0.7,0.3,56.0
2023-05-20,2.6,1.2,3.4,100
2023-05-15,2.9,1.5,0.1,53.0
2023-02-02,3.2,4.0,0.3,58.0
2023-02-01,0.4,0.8,1.5,100
2023-10-24,1.0,1.8,2.2,100
2023-04-11,1.8,0.2,3.6,86.0
2023-07-03,2.7,4.0,2.7,98.0
2023-07-20,2.6,3.1,3.4,99.0
2023-02-14,3.1,3.0,3.5,100
2023-03-28,4.4,2.2,2.9,100
2023-11-02,4.5,1.4,1.1,81.0
2023-11-17,3.4,2.8,4.1,98.0
2023-12-24,4.7,3.7,4.9,99.0
2023-08-02,4.5,1.9,2.5,100
2023-02-27,3.8,4.0,2.9,100
2023-04-17,2.8,0.0,0.4,12.0
2023-10-13,2.5,4.4,0.9,75.0
2023-04-25,4.4,0.9,3.0,100
2023-05-03,2.1,2.9,1.9,100
2023-08-20,0.3,4.8,1.0,100
2023-09-10,1.3,4.8,4.2,100
2023-02-22,1.5,1.7,0.8,82.0
2023-08-23,1.8,2.5,2.3,100
2023-08-21,3.6,4.0,1.1,79.0
2023-12-09,3.3,4.1,3.0,100
2023-02-23,0.8,0.3,3.5,100
2023-10-28,3.5,1.6,0.1,51.0
2023-10-15,0.4,0.7,0.6,96.0
2023-10-20,3.7,2.2,0.6,68.0
2023-12-26,3.0,1.4,0.4,62.0
2023-12-15,4.8,4.6,2.8,100
2023-05-11,0.0,1.3,0.0,92.0
2023-02-19,2.2,0.7,1.9,99.0
2023-04-02,0.5,2.2,1.6,100
2023-09-21,4.4,5.0,2.1,100
2023-01-07,1.0,4.5,4.3,100
2023-01-27,2.1,2.6,2.1,100
2023-04-19,1.2,4.7,0.5,80.0
2023-06-21,4.1,2.6,4.0,99.0
2023-09-19,0.9,0.0,0.5,36.0
2023-10-21,3.9,4.7,4.9,98.0
2023-02-04,0.5,4.7,0.8,100
2023-07-21,1.9,1.2,4.7,100
2023-03-18,1.7,1.3,1.1,84.0
2023-01-17,2.8,1.6,4.4,100
2023-03-07,4.1,4.4,3.1,99.0
2023-09-04,3.0,0.0,0.5,14.0
2023-02-05,1.1,0.5,2.4,100
2023-03-19,2.1,1.2,0.9,75.0
2023-05-01,2.7,1.0,2.2,100
2023-12-16,1.3,1.2,3.8,100
2023-03-18,2.7,3.7,3.1,100
2023-12-18,0.2,0.0,4.4,88.0
2023-01-09,1.5,0.6,2.8,100
2023-08-02,4.3,2.6,0.2,56.0
2023-02-14,3.7,0.3,1.9,98.0
2023-04-12,1.4,0.8,1.7,100
2023-08-20,1.9,3.7,1.4,90.0
2023-03-13,2.9,0.6,1.7,97.0
2023-09-28,1.5,3.1,3.5,100
2023-02-03,3.5,2.8,2.7,100
2023-11-09,1.0,2.4,2.9,100
2023-11-21,3.7,2.0,3.0,99.0
2023-05-10,3.4,3.5,5.0,98.0
2023-11-16,2.1,3.0,4.1,99.0
2023-02-17,1.9,0.1,3.0,67.0
2023-06-14,4.7,3.0,0.9,74.0
2023-05-05,4.1,4.6,0.6,66.0
2023-02-21,2.0,0.6,2.8,100
2023-07-26,1.8,2.0,5.0,100
2023-02-05,0.4,4.5,2.6,100
2023-01-18,3.8,1.5,2.9,99.0
2023-03-02,2.4,2.3,4.9,100
2023-05-26,2.4,0.6,4.5,99.0
2023-09-25,2.2,1.1,0.2,57.0
2023-07-08,1.0,0.7,1.0,97.0
2023-12-14,0.3,0.7,1.7,100
2023-11-01,1.0,3.2,3.8,100
2023-04-14,1.4,0.4,0.7,82.0
2023-06-07,2.7,1.1,0.2,54.0
2023-06-06,3.8,1.1,0.5,64.0
2023-04-13,3.4,1.9,0.6,68.0
2023-10-20,4.8,3.4,0.8,71.0
2023-06-25,2.4,1.4,4.1,100
2023-07-25,4.4,3.1,4.8,100
2023-01-26,4.3,0.4,3.5,98.0
2023-07-22,0.6,0.8,1.7,100
2023-08-22,3.4,2.8,0.2,53.0
2023-10-20,0.8,1.5,4.4,100
2023-08-26,1.0,0.0,1.7,67.0
2023-12-25,0.2,4.1,4.2,100
2023-02-04,1.7,1.7,4.7,100
2023-01-23,4.3,0.5,2.2,99.0
2023-10-20,3.8,3.0,2.9,100
2023-06-17,0.4,5.0,0.6,99.0
2023-03-28,3.4,1.4,4.6,99.0
2023-02-12,3.6,1.2,0.1,54.0
2023-02-22,2.7,1.8,3.5,99.0
2023-01-16,3.7,0.7,1.7,98.0
2023-04-09,0.9,4.7,2.3,100
2023-06-26,2.4,2.4,5.0,99.0
2023-01-13,2.0,3.7,0.3,56.0
2023-02-03,4.3,2.3,3.2,100
2023-09-06,3.9,3.1,1.0,76.0
2023-03-11,4.3,0.4,1.6,95.0
2023-10-04,0.1,2.3,2.6,100
2023-01-03,3.5,3.5,4.3,100
2023-11-17,4.9,4.6,2.7,98.0
2023-02-18,0.6,1.7,2.9,100
2023-06-15,3.2,4.2,5.0,98.0
2023-01-21,2.4,4.5,3.3,98.0
2023-09-18,4.6,0.6,2.9,100
2023-05-21,2.0,0.9,3.4,100
2023-04-13,3.2,0.9,4.4,100
2023-11-15,4.4,4.7,0.1,52.0
2023-02-13,2.2,4.8,0.3,56.0
2023-01-06,3.7,2.8,4.9,100
2023-12-06,0.9,4.5,1.1,100
2023-09-20,1.3,1.1,1.9,100
2023-01-06,0.5,0.4,4.9,100
2023-11-26,3.1,3.4,2.6,99.0
2023-11-27,1.7,0.4,1.7,100
2023-10-18,4.9,2.7,4.5,99.0
2023-03-05,1.0,0.1,0.6,55.0
2023-06-24,0.5,3.9,2.5,100
2023-07-26,0.8,0.2,1.1,86.0
2023-11-01,4.5,2.9,4.9,99.0
2023-01-10,5.0,4.5,4.3,98.0
2023-05-19,2.5,2.1,2.4,100
2023-10-14,1.2,2.4,2.9,100
2023-12-02,2.0,0.6,0.5,63.0
2023-03-20,4.2,3.7,5.0,100
2023-11-25,2.2,0.3,2.9,98.0
2023-02-02,3.5,2.1,1.0,77.0
2023-10-20,3.2,4.9,2.2,99.0
2023-08-18,0.0,1.1,1.6,100
2023-06-11,3.4,4.0,2.7,99.0
2023-10-19,3.4,0.4,4.5,100
2023-08-24,5.0,0.4,1.2,84.0
2023-06-03,4.4,2.4,0.2,55.0
2023-12-22,0.7,3.2,4.8,100
2023-11-11,1.9,1.0,4.7,100
2023-07-01,2.8,4.5,0.4,63.0
2023-05-01,2.2,3.8,2.2,100
2023-06-08,3.8,3.8,0.7,69.0
2023-01-15,3.2,4.9,0.6,65.0
2023-07-26,3.8,1.1,2.0,100
2023-11-23,1.6,2.6,3.6,100
2023-10-06,3.3,2.5,0.6,65.0
2023-12-03,1.1,3.9,0.1,68.0
2023-06-23,2.0,3.5,4.3,98.0
2023-06-28,4.2,0.0,4.3,50.0
2023-07-08,1.4,3.2,2.3,100
2023-11-21,4.1,2.9,4.6,100
2023-03-15,4.3,0.7,0.8,70.0
2023-10-06,4.0,1.6,2.2,99.0
2023-03-26,0.2,2.0,4.0,100
2023-01-02,1.1,1.2,0.9,92.0
2023-07-05,3.3,0.0,4.9,48.0
2023-12-10,2.3,3.2,0.8,74.0
2023-08-02,4.8,0.6,5.0,100
2023-02-25,0.5,2.7,0.2,85.0
2023-07-27,4.5,1.5,2.3,99.0
2023-12-28,4.0,4.6,3.9,100
2023-08-25,4.0,3.6,0.0,52.0
2023-02-28,2.8,4.0,4.1,100
2023-10-07,2.6,4.3,0.2,56.0
2023-09-21,0.0,3.3,1.0,100
2023-09-09,0.1,4.0,4.4,100
2023-10-09,1.6,0.3,4.3,100
2023-02-03,2.0,2.5,3.5,100
2023-04-14,3.6,1.9,0.2,53.0
2023-03-26,4.7,4.5,3.7,100
2023-01-02,1.3,1.5,2.8,100
2023-09-13,4.1,1.3,4.3,100
2023-02-12,3.1,2.1,2.5,100
2023-05-16,2.7,0.2,3.8,81.0
2023-02-26,4.9,2.4,3.4,100
2023-09-10,0.7,3.4,2.9,100
2023-05-26,1.1,0.1,0.6,53.0
2023-12-17,4.3,0.0,2.8,49.0
2023-02-07,4.7,4.2,1.0,79.0
2023-09-08,3.6,0.4,1.0,76.0
2023-12-03,0.4,0.0,5.0,83.0
2023-11-16,0.1,0.5,2.2,100
2023-09-27,3.8,1.8,1.6,92.0
2023-12-22,4.3,0.3,0.6,67.0
2023-08-18,3.4,4.9,3.3,99.0
2023-05-15,1.7,1.3,2.2,100
2023-02-04,4.5,1.8,2.9,100
2023-06-25,1.7,2.0,2.6,100
2023-02-14,3.1,1.0,2.9,100
2023-08-11,4.0,3.2,0.9,76.0
2023-06-20,1.2,3.1,3.8,100
2023-03-02,2.6,2.1,0.7,69.0
2023-04-20,0.6,4.5,4.6,100
2023-06-14,3.9,2.8,2.4,100
2023-03-10,3.1,3.7,1.4,88.0
2023-12-25,4.3,2.4,2.8,98.0
2023-05-15,4.9,0.0,0.7,21.0
2023-03-24,2.8,2.9,4.9,99.0
2023-03-26,2.4,2.6,3.5,99.0
2023-10-20,3.5,3.5,1.7,97.0
2023-01-10,2.6,2.4,4.6,100
2023-02-20,4.0,2.1,4.7,98.0
2023-07-18,3.6,1.0,2.7,100
2023-07-15,0.4,1.3,2.3,100
2023-08-07,3.3,4.8,3.0,98.0
2023-06-03,4.8,1.6,2.9,98.0
2023-06-13,1.3,3.3,4.6,100
2023-05-17,1.8,1.9,3.5,100
2023-06-04,1.5,2.0,4.3,100
2023-11-25,3.3,1.5,1.3,85.0
2023-11-15,3.8,1.8,1.3,86.0
2023-03-20,2.9,3.8,0.8,74.0
2023-08-08,4.6,1.2,0.2,57.0
2023-03-09,1.7,0.2,2.5,89.0
2023-06-01,3.4,3.5,4.4,100
2023-06-09,3.1,3.3,4.0,100
2023-06-10,2.2,0.6,2.8,99.0
2023-11-14,4.9,2.0,2.5,99.0
2023-06-23,1.5,1.1,1.7,100
2023-05-14,0.6,2.5,3.7,100
2023-09-08,5.0,2.1,1.9,99.0
2023-07-18,4.9,3.2,3.6,99.0
2023-05-28,0.1,4.7,2.0,100
2023-05-19,2.7,4.9,0.5,64.0
2023-03-25,1.6,1.9,0.2,61.0
2023-07-17,2.1,2.7,4.1,100
2023-11-17,2.4,0.0,0.4,11.0
2023-08-23,2.1,4.9,4.9,100
2023-02-01,3.5,2.8,4.5,100
2023-08-12,3.9,4.0,2.2,100
2023-01-16,2.3,4.7,1.2,85.0
2023-08-11,4.9,3.8,0.1,53.0
2023-06-21,2.5,0.5,1.6,93.0
2023-02-23,1.4,1.1,4.2,100
2023-11-13,2.9,3.3,3.3,100
2023-03-06,1.3,1.3,0.6,80.0
2023-05-10,0.9,4.7,2.4,100
2023-12-06,1.2,4.4,1.5,100
2023-07-28,2.0,4.6,2.4,100
2023-07-11,1.8,1.3,3.8,100
2023-05-24,0.4,2.8,0.1,82.0
2023-03-10,0.3,3.1,4.3,100
2023-09-03,4.2,1.5,1.2,81.0
2023-06-19,2.4,3.7,4.3,100
2023-05-09,3.5,2.7,2.2,100
2023-01-13,4.4,1.9,2.2,100
2023-07-09,3.4,2.9,3.2,99.0
2023-09-02,0.2,0.7,4.9,100
2023-03-21,2.2,0.2,3.5,82.0
2023-10-07,1.3,1.8,1.2,96.0
2023-05-06,4.4,4.6,1.3,85.0
2023-01-11,0.8,1.1,0.9,100
2023-06-23,0.5,2.9,0.7,99.0
2023-12-16,2.9,3.7,2.0,98.0
2023-01-21,5.0,4.0,2.2,100
2023-06-02,2.7,1.5,1.0,77.0
2023-09-11,0.3,0.0,1.9,83.0
2023-03-24,3.1,1.5,4.3,100
2023-01-04,2.9,2.5,4.6,99.0
2023-08-03,3.6,4.5,0.1,51.0
2023-10-25,1.4,4.6,0.7,82.0
2023-05-05,2.9,2.3,1.7,96.0
2023-10-27,0.1,3.7,1.0,100
2023-10-24,2.9,3.9,2.7,99.0
2023-06-13,0.4,3.4,2.7,100
2023-07-02,4.0,4.7,4.6,100
2023-10-22,3.3,4.6,2.4,99.0
2023-03-22,4.7,4.7,0.2,55.0
2023-11-25,3.5,1.3,2.0,100
2023-07-05,4.3,0.9,2.7,99.0
2023-08-18,2.5,2.6,4.7,100
2023-06-19,1.6,4.5,3.1,100
2023-09-05,1.2,4.5,2.1,100
2023-03-08,1.9,4.9,3.3,100
2023-04-20,0.0,0.8,3.4,100
2023-01-05,1.1,1.3,4.9,100
2023-11-06,0.7,4.2,4.2,100
2023-05-07,3.8,0.5,3.9,100
2023-09-16,4.8,1.8,1.4,89.0
2023-04-19,1.0,1.8,4.0,100
2023-06-01,2.7,0.7,1.5,90.0
2023-02-17,1.9,2.2,2.7,100
2023-07-24,1.0,4.7,3.4,100
2023-01-28,3.6,3.0,1.1,78.0
2023-06-10,0.4,1.2,1.2,100
2023-01-16,1.4,4.3,3.3,100
2023-07-09,1.1,4.2,0.7,86.0
2023-08-09,0.4,2.1,5.0,100
2023-04-05,2.5,4.5,1.5,89.0
2023-02-11,1.0,3.2,4.4,100
2023-05-19,4.4,2.8,4.4,100
2023-09-21,1.9,3.5,4.1,100
2023-05-12,1.8,4.7,0.8,78.0
2023-07-12,2.0,4.7,0.0,49.0
2023-10-12,3.3,4.2,1.7,96.0
2023-05-08,0.7,3.2,0.1,78.0
2023-09-15,3.6,1.0,1.9,100
2023-06-10,2.0,1.2,1.9,100
2023-04-02,0.5,3.2,4.8,100
2023-01-19,2.5,3.2,2.0,100
2023-07-26,4.6,2.4,2.6,99.0
2023-03-12,0.4,2.0,2.3,100
2023-10-19,4.9,0.7,3.7,98.0
2023-10-26,1.8,3.9,0.8,77.0
2023-07-10,3.5,2.2,2.2,99.0
2023-12-20,2.7,1.2,1.0,77.0
2023-02-02,3.3,1.0,0.8,72.0
2023-07-25,4.6,3.0,4.5,99.0
2023-12-18,3.0,4.9,2.5,98.0
2023-09-23,2.9,1.7,3.7,100
2023-07-22,4.6,0.2,4.4,84.0
2023-02-28,1.7,1.3,3.2,100
2023-09-04,4.8,1.2,1.4,90.0
2023-03-12,3.6,4.8,0.1,53.0
2023-10-20,2.0,1.4,2.5,99.0
2023-09-20,1.3,4.5,0.3,70.0
2023-03-10,3.3,0.1,0.3,25.0
2023-03-13,5.0,0.8,3.8,100
2023-07-19,3.9,4.4,3.9,99.0
2023-04-20,0.1,0.4,0.3,95.0
2023-11-03,2.0,1.3,4.0,98.0
2023-05-05,1.0,3.0,4.2,100
2023-04-04,4.3,2.8,3.2,98.0
2023-11-08,1.1,1.6,1.2,100
2023-10-13,2.2,2.5,1.8,100
2023-11-22,1.7,2.1,1.4,93.0
2023-01-25,2.5,4.7,4.2,100
2023-02-05,0.4,3.8,0.9,100
2023-12-13,0.8,3.1,0.8,96.0
2023-03-25,2.1,1.5,2.8,100
2023-12-01,1.2,1.2,3.9,100
2023-05-03,0.2,0.4,2.8,100
2023-10-04,3.2,2.5,3.1,100
2023-05-05,3.3,4.8,4.4,100
2023-10-16,4.2,3.9,4.2,99.0
2023-09-12,1.1,4.0,1.3,100
2023-05-17,2.4,1.1,1.5,89.0
2023-01-23,4.2,3.8,2.0,99.0
2023-08-28,1.8,2.8,4.6,100
2023-05-27,0.7,0.6,4.3,100
2023-01-08,4.3,0.6,4.1,99.0
2023-08-10,2.9,3.6,1.2,84.0
2023-05-11,4.2,1.8,2.0,99.0
2023-12-26,0.8,4.3,4.3,100
2023-05-07,1.5,2.7,2.5,100
2023-09-17,1.3,3.3,2.0,100
2023-07-10,3.3,2.2,0.3,56.0
2023-09-08,1.4,2.6,3.8,100
2023-08-20,4.7,4.1,2.7,100
2023-09-04,0.8,0.2,4.0,100
2023-03-06,4.5,0.2,0.6,50.0
2023-07-22,0.1,3.3,4.9,100
2023-01-06,0.7,4.3,0.5,89.0
2023-03-13,3.2,2.4,1.0,77.0
2023-07-12,1.7,4.4,3.6,100
2023-05-14,4.4,2.3,1.4,88.0
2023-02-15,0.1,4.6,3.2,100
2023-10-20,1.3,5.0,0.4,76.0
2023-02-18,2.3,2.9,1.2,81.0
2023-12-15,1.4,4.1,2.9,100
2023-03-28,1.5,4.5,3.0,100
2023-04-03,1.4,2.8,1.5,100
2023-11-11,3.8,1.6,2.6,100
2023-12-03,1.5,2.8,1.0,89.0
2023-03-02,3.5,4.3,1.2,83.0
2023-12-28,0.1,4.3,4.0,100
2023-10-26,0.4,4.3,0.4,93.0
2023-05-12,3.0,1.2,3.6,99.0
2023-04-03,1.5,5.0,0.9,85.0
2023-12-16,3.9,4.8,3.2,98.0
2023-05-13,3.4,0.4,0.4,62.0
2023-12-23,1.3,3.2,4.5,100
2023-10-23,4.7,2.8,4.4,99.0
2023-06-02,2.3,3.8,2.9,98.0
2023-05-15,4.1,0.9,2.4,100
2023-01-19,0.4,1.3,1.1,100
2023-09-09,1.6,3.5,2.4,100
2023-01-14,4.8,0.4,2.5,99.0
2023-09-05,1.3,1.0,3.0,100
2023-09-18,3.9,1.7,1.9,100
2023-05-18,3.7,3.7,2.4,99.0
2023-04-24,0.7,4.0,1.2,100
2023-06-14,2.6,0.2,3.0,85.0
2023-03-15,4.0,4.8,3.7,99.0
2023-06-26,4.5,3.6,2.9,98.0
2023-11-10,4.5,3.7,0.1,51.0
2023-08-21,4.5,2.1,2.0,99.0
2023-07-01,3.2,1.4,2.8,100
2023-11-12,3.8,4.7,0.2,55.0
2023-09-02,4.1,1.9,3.4,100
2023-04-25,0.3,0.1,3.7,100
2023-03-12,4.7,2.3,0.1,52.0
2023-01-12,1.6,4.0,0.9,84.0
2023-11-23,3.1,3.4,0.0,50.0
2023-07-09,3.6,3.9,2.1,100
2023-08-28,2.5,1.7,3.1,99.0
2023-02-05,0.2,1.0,1.4,100
2023-11-24,4.5,2.5,0.0,51.0
2023-07-18,3.3,4.7,0.9,73.0
2023-11-23,0.3,1.2,0.9,100
2023-05-17,0.8,3.0,2.0,100
2023-12-17,0.8,1.4,4.1,100
2023-08-16,1.1,1.5,2.9,100
2023-07-24,4.1,4.4,4.7,100
2023-05-26,2.0,0.5,4.9,100
2023-11-21,0.3,3.7,0.8,100
2023-08-24,4.4,1.2,0.8,71.0
2023-11-01,3.2,1.2,3.1,100
2023-10-14,2.3,2.7,1.0,79.0
2023-09-26,3.4,0.9,3.6,99.0
2023-06-13,1.5,1.2,4.8,100
2023-02-24,4.7,0.7,4.9,100
2023-11-03,1.7,0.3,2.6,100
2023-07-01,2.9,3.6,3.7,100
2023-01-09,3.2,3.9,0.9,76.0
2023-04-10,4.0,0.2,2.5,82.0
2023-09-01,1.9,2.1,3.4,100
2023-03-25,1.1,0.7,1.5,100
2023-11-06,1.3,2.3,1.2,97.0
2023-05-05,4.1,0.6,1.7,98.0
2023-02-22,4.9,3.0,3.9,99.0
2023-09-19,3.4,2.9,1.0,78.0
2023-12-19,2.6,2.0,2.4,100
2023-12-26,1.9,3.3,0.7,72.0
2023-07-21,4.3,0.4,2.9,100
2023-07-20,3.0,0.5,3.8,100
2023-08-22,0.3,2.2,4.5,100
2023-04-18,0.2,1.7,0.6,100
2023-11-21,0.6,4.4,1.4,100
2023-07-24,0.2,2.0,2.3,100
2023-08-27,4.7,0.5,4.4,99.0
2023-10-25,0.5,3.5,2.2,100
2023-02-18,0.3,1.3,0.4,96.0
2023-11-19,4.8,4.2,3.9,98.0
2023-08-17,1.9,3.5,2.3,100
2023-02-04,0.5,4.8,2.9,100
2023-09-20,3.0,2.4,3.9,99.0
2023-07-17,4.7,1.1,3.8,100
2023-02-26,2.6,4.6,0.9,73.0
2023-10-14,2.0,1.4,3.9,98.0
2023-06-06,4.8,3.2,3.7,100
2023-05-06,2.1,3.5,0.6,65.0
2023-10-14,2.0,4.1,2.3,99.0
2023-03-05,1.6,4.3,0.1,59.0
2023-02-04,0.0,3.4,2.5,100
2023-10-15,1.4,2.4,1.3,98.0
2023-10-15,0.3,2.0,2.5,100
2023-05-25,0.5,4.2,4.0,100
2023-09-01,0.0,4.7,0.3,100
2023-05-13,3.7,0.3,3.4,100
2023-07-08,3.0,2.0,3.2,100
2023-09-02,1.3,0.8,5.0,100
2023-09-22,1.3,1.6,2.9,100
2023-11-09,2.3,0.6,4.9,100
2023-02-01,0.6,0.1,3.3,93.0
2023-10-13,4.9,3.8,0.1,52.0
2023-09-25,2.1,3.8,4.3,100
2023-01-14,4.6,0.4,1.7,96.0
2023-12-19,0.1,2.3,0.3,97.0
2023-02-05,4.2,4.1,1.1,79.0
2023-08-08,4.3,3.6,4.3,100
2023-03-21,2.5,1.0,3.9,100
2023-06-06,3.8,0.8,1.4,88.0
2023-06-21,1.5,3.1,4.2,100
2023-04-25,4.6,4.7,1.9,100
2023-10-12,1.9,1.9,3.3,100
2023-02-04,0.4,4.1,1.4,100
2023-10-21,4.2,2.0,4.4,99.0
2023-12-10,4.0,1.2,1.6,93.0
2023-11-24,2.9,3.3,3.3,98.0
2023-10-18,4.9,3.6,1.8,99.0
2023-11-27,2.5,1.4,2.3,100
2023-09-26,4.8,0.8,4.8,99.0
2023-11-15,1.9,2.1,1.9,100
2023-07-04,0.1,1.5,4.1,100
2023-07-26,1.2,0.0,2.1,65.0
2023-07-16,4.5,2.8,0.1,52.0
2023-03-15,4.2,3.0,3.9,98.0
2023-01-16,3.9,0.3,2.6,99.0
2023-04-01,0.4,3.4,4.8,100
2023-08-06,2.6,4.5,4.5,98.0
2023-04-10,0.7,4.0,2.5,100
2023-11-20,4.6,0.7,3.5,100
2023-02-03,3.4,4.3,2.6,99.0
2023-08-13,4.4,0.7,3.7,100
2023-11-04,2.9,4.4,1.6,96.0
2023-07-14,2.2,1.9,1.1,82.0
2023-10-22,0.0,0.6,3.7,100
2023-10-28,0.9,3.9,1.3,100
2023-02-08,3.0,2.0,3.8,98.0
2023-01-21,0.3,4.2,1.6,100
2023-07-26,3.8,4.8,1.9,98.0
2023-12-06,3.2,0.7,1.2,83.0
2023-02-08,0.9,3.7,4.1,100
2023-02-12,4.7,4.7,4.6,100
2023-11-13,2.3,2.1,4.3,100
